target,plat,recettes,plat_recette
Poissons,filets de poisson au lait de coco,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","filets de poisson au lait de coco sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,filets de poisson au pineau des charentes,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","filets de poisson au pineau des charentes sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,filets de poisson aux scampis et aux amandes,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","filets de poisson aux scampis et aux amandes sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,filets de poisson épicés au curry,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","filets de poisson épicés au curry sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,filets de poisson sur lit de poireaux à l'orange,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","filets de poisson sur lit de poireaux à l'orange sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,filets de poissons aux chanterelles,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","filets de poissons aux chanterelles sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,filets de poissons en gratin,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","filets de poissons en gratin sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,filets de rouget façon zaza,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","filets de rouget façon zaza sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,filets de rouget sur un lit de concombres farcis,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","filets de rouget sur un lit de concombres farcis sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,"filets de rouget, spaghettis de courgettes par laurent mariotte","sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","filets de rouget, spaghettis de courgettes par laurent mariotte sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,filets de saumon a la crème d'orange,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","filets de saumon a la crème d'orange sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,filets de saumon sauce au sherry et poivre rose,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","filets de saumon sauce au sherry et poivre rose sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,filets de sole à la dieppoise,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","filets de sole à la dieppoise sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,filets de sole aux câpres,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","filets de sole aux câpres sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,filets de sole aux cuisses de grenouilles,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","filets de sole aux cuisses de grenouilles sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,filets de sole aux petits légumes,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","filets de sole aux petits légumes sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,filets de sole en nid de tomate,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","filets de sole en nid de tomate sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,filets de truite à l'ananas et au basilic,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","filets de truite à l'ananas et au basilic sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,filets de truite aux noisettes,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","filets de truite aux noisettes sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,filets de turbot au muscat et olives noires,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","filets de turbot au muscat et olives noires sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,filets justes cuits de saumon sur petits légumes,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","filets justes cuits de saumon sur petits légumes sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,flétan en papillote parfumé au champagne,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","flétan en papillote parfumé au champagne sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,sauce de crevettes à la créole,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","sauce de crevettes à la créole sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,moules à la tomate et chair à saucisses,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","moules à la tomate et chair à saucisses sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,soupe de châtaigne et coquille saint-jacques,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","soupe de châtaigne et coquille saint-jacques sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,avocats farcis au crabe et thon,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","avocats farcis au crabe et thon sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,cocktail aux crevettes,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","cocktail aux crevettes sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,croustillants au crabe ultra rapide,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","croustillants au crabe ultra rapide sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,filets de bar au coulis de crevettes roses,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","filets de bar au coulis de crevettes roses sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,moules à la riecoise (aux pommes),"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","moules à la riecoise (aux pommes) sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,sauté de crevettes au citron vert,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","sauté de crevettes au citron vert sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,cassolettes de pétoncles gratinées,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","cassolettes de pétoncles gratinées sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,crevettes à l'ail et à orange,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","crevettes à l'ail et à orange sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,curry de crevettes aux noix de cajou,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","curry de crevettes aux noix de cajou sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,huîtres au coulis de poireaux,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","huîtres au coulis de poireaux sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,moules aux champignons frais,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","moules aux champignons frais sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,moules sauce câpres-cornichons,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","moules sauce câpres-cornichons sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,pizza crevettes poivron  ,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","pizza crevettes poivron   sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,cassolette de noix de saint jacques au vin blanc,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","cassolette de noix de saint jacques au vin blanc sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,crevettes  (flambées) à l'américaine,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","crevettes  (flambées) à l'américaine sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,soufflé de st jacques sauce aux écrevisses,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","soufflé de st jacques sauce aux écrevisses sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,coquilles saint jacques à la crème et aux morilles,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","coquilles saint jacques à la crème et aux morilles sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,crème d'avocat aux miettes de crabe,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","crème d'avocat aux miettes de crabe sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,croquettes de crevettes à l'ostendaise,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","croquettes de crevettes à l'ostendaise sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,gambas aux agrumes,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","gambas aux agrumes sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,gnocchis aux crevettes flambés au whisky,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","gnocchis aux crevettes flambés au whisky sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,guacamole de tourteau,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","guacamole de tourteau sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,linguinis aux coques et aux tomates pimentées,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","linguinis aux coques et aux tomates pimentées sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,mini-brochettes de crevettes aux 2 marinades,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","mini-brochettes de crevettes aux 2 marinades sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,moules marinières ultra-simples,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","moules marinières ultra-simples sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,noix de saint jacques à l'armagnac,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","noix de saint jacques à l'armagnac sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,noix de saint jacques crème curry,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","noix de saint jacques crème curry sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Apéritif,verrines d'avocat aux oeufs de lump,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","verrines d'avocat aux oeufs de lump sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Apéritif,verrines fraîcheurs,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","verrines fraîcheurs sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Apéritif,black houmous,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","black houmous sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Apéritif,cake à l'italienne,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","cake à l'italienne sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Apéritif,cake à la bretonne au sarrasin,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","cake à la bretonne au sarrasin sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Apéritif,cake à la ratatouille et fromage,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","cake à la ratatouille et fromage sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Apéritif,cake à la rhubarbe et au chèvre,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","cake à la rhubarbe et au chèvre sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Apéritif,cake à la tomate et au carré frais,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","cake à la tomate et au carré frais sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Apéritif,cake à la truite fumée et au chèvre,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","cake à la truite fumée et au chèvre sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Apéritif,cake andouille camembert,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","cake andouille camembert sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Apéritif,cake artichaut chèvre tomate,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","cake artichaut chèvre tomate sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Apéritif,cake au chèvre et aux courgettes,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","cake au chèvre et aux courgettes sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Apéritif,cake au chorizo et aux pruneaux,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","cake au chorizo et aux pruneaux sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Apéritif,cake au chorizo sans gluten ni levure de carinne,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","cake au chorizo sans gluten ni levure de carinne sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Apéritif,cake au gruyère et au lard,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","cake au gruyère et au lard sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Apéritif,cake au maquereau à la tomate,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","cake au maquereau à la tomate sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Apéritif,cake au poulet et herbes,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","cake au poulet et herbes sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Apéritif,cake au roquefort et au gruyère,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","cake au roquefort et au gruyère sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Apéritif,cake au saumon et à l'oseille,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","cake au saumon et à l'oseille sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Apéritif,cake au thon à l'italienne,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","cake au thon à l'italienne sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Apéritif,cake au thon à la catalane,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","cake au thon à la catalane sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Apéritif,cake au thon et poivrons marinés,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","cake au thon et poivrons marinés sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Apéritif,"cake au thon, amandes et tomates séchées","sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","cake au thon, amandes et tomates séchées sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Apéritif,"cake au thon, fromage et crème fraîche","sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","cake au thon, fromage et crème fraîche sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Apéritif,cake au tofu et aux olives,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","cake au tofu et aux olives sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Apéritif,cake aubergine/menthe,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","cake aubergine/menthe sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Apéritif,cake aux carottes et courgettes,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","cake aux carottes et courgettes sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Apéritif,cake aux deux poissons ,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","cake aux deux poissons  sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Apéritif,cake aux feuilles de blettes,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","cake aux feuilles de blettes sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Apéritif,cake aux figues et au jambon de parme,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","cake aux figues et au jambon de parme sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Apéritif,sablés apéritifs aux lardons,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","sablés apéritifs aux lardons sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Apéritif,samossas poulet épicé,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","samossas poulet épicé sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Apéritif,tapavrons (amuse-bouches poivron + fromage),"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","tapavrons (amuse-bouches poivron + fromage) sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
